ID	length	GC_num	IC_num	goodC_num	IC%	MD	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	f_MEC	f_OLS	f_OLS/MD^2	f_FMC	f_fastmeC	f_newC	f_newC/nonIC_num	f_tree_length	f_topo	f_jk30	f_jk50	f_jk70	U_MEC	U_OLS	U_OLS/MD^2	U_FMC	U_fastmeC	U_newC	U_newC/nonIC_num	U_tree_length	U_topo	U_jk30	U_jk50	U_jk70	f/U_MEC	f/U_OLS	f/U_FMC	f/U_fastmeC	f/U_newC	f/U_topo	f/U_jk30	f/U_jk50	f/U_jk70	division
Pf_601_PF08245_1	198	69	15	114	7.58	1.4362	0.0001	0.03	0.0514	0.08	0.1111	0.14	0.1703	0.2068	0.2532	0.3101	0.7441	0.0001	0.0161	0.0295	0.0517	0.0678	0.0846	0.1052	0.1339	0.1695	0.2227	0.5483	0.0001	0.0078	0.0155	0.0233	0.0333	0.0449	0.0568	0.071	0.0895	0.1174	0.281	5.5244	2.3096	1.1197	0.9845	0.2681	114097	623.48	7.934	1169	745	904	988	5.5552	6.1777	2.9950	2.47	0.2691	114035	623.14	7.978	1124	830	980	1105	0.9945	0.3739	0.3986	0.9963	1.0005	1.04	0.8976	0.9224	0.8941	fitch
Pf_607_PF00133_2	912	331	97	484	10.64	0.979	0.0036	0.04	0.0753	0.1	0.143	0.18	0.201	0.261	0.3436	0.4575	1.4344	0.0009	0.0126	0.0222	0.0337	0.0442	0.0532	0.0715	0.0907	0.1084	0.1409	0.2395	0	0.0042	0.008	0.0124	0.0171	0.0225	0.0281	0.0339	0.0435	0.0569	0.1271	6.1306	0.2578	0.2690	0.2475	0.2925	360100	441.84	6.002	1193	859	986	1034	6.0872	0.8412	0.8777	0.69	0.2932	363248	445.7	5.96	1193	928	1018	1081	1.0071	0.3065	0.3582	0.9976	0.9913	1	0.9256	0.9686	0.9565	UPGMA
Pf_609_PF01632_1	62	2	8	52	12.9	0.9448	0.0002	0.03	0.0715	0.11	0.1442	0.19	0.2532	0.337	0.4295	0.6237	1.9415	0.0001	0.0234	0.0537	0.0826	0.1117	0.1492	0.1991	0.2721	0.3342	0.4973	0.8678	0	0.0097	0.0191	0.0284	0.0408	0.0533	0.0662	0.0849	0.1127	0.153	0.3489	4.8552	1.5925	1.7840	1.5033	0.2358	45904	850.07	4.587	1202	639	824	942	5.026	7.4293	8.3228	6.85	0.2491	44469	823.5	4.749	970	631	763	931	0.966	0.2144	0.2194	0.9466	1.0323	1.2392	1.0127	1.0799	1.0118	UPGMA
Pf_611_PF02518_2	192	49	52	91	27.08	0.4745	0.0004	0.03	0.0549	0.08	0.1072	0.13	0.1636	0.1988	0.2373	0.2871	0.5916	0.0003	0.016	0.0331	0.0479	0.0626	0.0819	0.104	0.1284	0.1622	0.2107	0.4542	0	0.0081	0.0162	0.0247	0.0356	0.0462	0.0566	0.0701	0.0871	0.1102	0.2755	5.9094	0.2064	0.9167	0.8532	0.2822	61446	438.9	2.804	1057	507	654	840	5.8856	0.366	1.6256	1.71	0.2827	61103	436.45	2.792	1038	539	659	805	1.004	0.5639	0.4999	0.9982	1.0056	1.0183	0.9406	0.9924	1.0435	UPGMA
Pf_612_PF00448_1	210	9	53	148	25.24	0.5912	0.0028	0.03	0.0777	0.1	0.127	0.16	0.2097	0.2614	0.3284	0.4485	0.8573	0.001	0.0136	0.0323	0.045	0.0593	0.0772	0.094	0.1193	0.1566	0.1975	0.4223	0	0.0051	0.0123	0.0196	0.0264	0.0339	0.0417	0.052	0.0647	0.0824	0.227	5.5664	0.2344	0.6706	0.5119	0.2661	115489	735.6	3.291	1265	872	999	1091	5.565	0.7685	2.1987	2.19	0.2662	115223	733.9	3.29	1255	878	988	1051	1.0003	0.3050	0.2337	0.9996	1.0023	1.008	0.9932	1.0111	1.0381	UPGMA
Pf_614_PF13184_1	69	0	20	49	28.99	0.4394	0	0.04	0.0773	0.12	0.1678	0.23	0.2829	0.3653	0.4676	0.6108	1.8406	0	0.0173	0.0382	0.0654	0.0819	0.1108	0.1475	0.1893	0.2406	0.3057	0.7534	0	0.0052	0.0111	0.0175	0.0254	0.0341	0.0442	0.0582	0.0775	0.1049	0.2929	4.6536	0.2251	1.1659	0.8365	0.2271	47820	975.92	2.045	1269	632	799	966	4.8874	0.7202	3.7302	5	0.2294	47368	966.69	2.147	1217	599	738	861	0.9522	0.3126	0.1674	0.99	1.0095	1.0427	1.0551	1.0827	1.122	UPGMA
Pf_616_PF00133_2	747	166	130	451	17.4	0.8541	0.0005	0.04	0.0665	0.1	0.1275	0.15	0.1794	0.2219	0.2716	0.3551	0.8493	0.0001	0.0113	0.0203	0.0306	0.0389	0.0519	0.0616	0.08	0.0962	0.1222	0.2223	0.0001	0.0046	0.0089	0.0141	0.0187	0.0243	0.03	0.0367	0.0456	0.0602	0.1126	6.1376	0.1961	0.2688	0.2713	0.294	344366	558.13	5.242	1162	833	913	983	6.1152	0.5064	0.6942	0.66	0.2941	344401	558.19	5.222	1148	816	890	953	1.0037	0.3872	0.4096	0.9997	0.9999	1.0122	1.0208	1.0258	1.0315	fitch
Pf_617_PF00573_1	191	5	13	173	6.81	1.0926	0	0.04	0.0753	0.1	0.1415	0.18	0.2099	0.249	0.3306	0.4159	0.813	0	0.0177	0.0351	0.0513	0.0669	0.0875	0.1081	0.131	0.1618	0.2072	0.4105	0	0.0062	0.0135	0.0203	0.0263	0.0336	0.0441	0.0546	0.0701	0.0904	0.1692	5.2444	0.73	0.6115	0.6423	0.25	148587	834.76	5.73	1152	739	833	954	5.1912	2.1241	1.7793	1.9	0.2543	148506	834.3	5.671	1119	879	949	1003	1.0102	0.3437	0.3387	0.9831	1.0005	1.0295	0.8407	0.8778	0.9511	UPGMA
Pf_618_PF04452_1	238	66	14	158	5.88	1.3722	0.0011	0.02	0.0511	0.08	0.1112	0.14	0.1736	0.2046	0.2351	0.3104	0.7773	0.0006	0.0126	0.0243	0.039	0.0568	0.0739	0.0896	0.113	0.1486	0.1985	0.3232	0	0.0078	0.0151	0.0225	0.0313	0.0396	0.0496	0.0621	0.0768	0.0974	0.2235	5.628	1.3853	0.7357	0.6095	0.2679	159774	713.28	7.723	1156	697	871	1000	5.6686	2.5956	1.3785	1.23	0.271	158715	708.55	7.778	1109	710	822	873	0.9928	0.5337	0.4967	0.9886	1.0067	1.0424	0.9817	1.0596	1.1455	fitch
Pf_620_PF01386_1	89	44	2	43	2.25	1.1661	0.0002	0.02	0.0493	0.07	0.0954	0.12	0.1563	0.19	0.2357	0.2869	0.6307	0.0002	0.0192	0.039	0.0594	0.0795	0.1058	0.1322	0.171	0.2282	0.3473	1.2888	0	0.0098	0.0205	0.0319	0.0447	0.0597	0.0785	0.1009	0.1326	0.1818	0.5274	5.8898	4.4785	3.2935	1.648	0.2815	51468	591.59	6.868	1092	463	753	943	5.9374	9.5816	7.0464	4.26	0.2901	52028	598.02	6.923	974	506	750	901	0.992	0.4674	0.3871	0.9704	0.9892	1.1211	0.915	1.004	1.0466	fitch
Pf_626_PF01029_1	150	27	7	116	4.67	1.2804	0.0004	0.03	0.0665	0.1	0.1279	0.15	0.1876	0.252	0.3029	0.4298	0.7843	0.0002	0.0216	0.0488	0.0706	0.0963	0.1323	0.1616	0.1982	0.2567	0.3408	0.6799	0	0.0098	0.0201	0.0315	0.0447	0.058	0.0728	0.09	0.1107	0.1464	0.29	5.5006	3.5778	2.1824	1.475	0.2668	88399	618.17	7.043	1016	590	716	775	5.4726	7.4335	4.5342	3.92	0.2646	92236	645.01	7.006	1009	647	785	875	1.0051	0.4813	0.3766	1.0083	0.9584	1.0069	0.9119	0.9121	0.8857	UPGMA
Pf_628_PF00133_1	762	317	102	343	13.39	0.6424	0.001	0.04	0.0672	0.1	0.1438	0.19	0.2394	0.288	0.371	0.5122	1.1579	0.0009	0.016	0.0328	0.0485	0.0674	0.0856	0.1077	0.1405	0.1791	0.2463	0.421	0.0001	0.0064	0.0125	0.0202	0.0266	0.0335	0.0418	0.0521	0.0648	0.0826	0.1552	6.314	0.2153	0.5217	0.4453	0.3014	295452	447.65	4.056	1154	801	930	1029	6.2076	1.0126	2.4537	2.34	0.3117	288356	436.9	3.987	1014	813	899	948	1.0171	0.2126	0.1901	0.967	1.0246	1.1381	0.9852	1.0345	1.0854	fitch
Pf_629_PF00120_1	280	27	65	188	23.21	0.518	0	0.02	0.0518	0.08	0.1071	0.13	0.1705	0.205	0.2607	0.3521	0.6322	0	0.0097	0.0195	0.0328	0.0447	0.0582	0.072	0.0899	0.1138	0.1525	0.393	0	0.0052	0.0108	0.0165	0.0227	0.0308	0.0393	0.0486	0.0599	0.0808	0.191	5.8856	0.1347	0.5020	0.6258	0.2821	130580	607.35	3.049	1207	779	886	995	5.859	0.2447	0.9120	1.31	0.2821	130763	608.2	3.035	1203	862	977	1069	1.0045	0.5505	0.479	1	0.9986	1.0033	0.9037	0.9069	0.9308	fitch
Pf_630_PF07724_1	170	7	88	75	51.76	0.2766	0	0.02	0.0485	0.08	0.1079	0.15	0.1828	0.2185	0.273	0.3291	0.8332	0	0.0134	0.0285	0.0462	0.0675	0.0892	0.1101	0.1321	0.1663	0.2123	0.4902	0.0001	0.0075	0.0163	0.0258	0.0338	0.0434	0.0555	0.0676	0.0859	0.1116	0.2453	5.5356	0.0838	1.0953	1.1552	0.2666	54286	662.02	1.531	1117	553	675	811	5.5146	0.1749	2.2860	2.29	0.2712	53313	650.16	1.525	1059	652	776	928	1.0038	0.4791	0.5036	0.983	1.0183	1.0548	0.8482	0.8698	0.8739	fitch
Pf_631_PF00380_1	133	12	45	76	33.83	0.5462	0.0002	0.03	0.0559	0.09	0.1263	0.17	0.2055	0.2375	0.2842	0.3452	0.5866	0.0001	0.0209	0.0404	0.0574	0.0791	0.1038	0.1319	0.1619	0.1909	0.2529	0.496	0	0.0092	0.02	0.0273	0.0374	0.0479	0.0619	0.0772	0.0953	0.1217	0.2417	5.4446	0.3217	1.0783	0.9164	0.2618	66426	754.84	2.974	1118	528	692	823	5.3984	0.7541	2.5277	2.24	0.2642	66378	754.3	2.949	1041	667	828	981	1.0086	0.4266	0.4093	0.9909	1.0007	1.074	0.7916	0.8357	0.8389	fitch
Pf_634_PF00044_1	167	26	24	117	14.37	0.7945	0.0005	0.03	0.0651	0.09	0.124	0.16	0.1948	0.2588	0.3064	0.3839	0.8291	0.0003	0.0162	0.0314	0.0461	0.0637	0.0847	0.1127	0.1512	0.1782	0.2282	0.428	0	0.0064	0.013	0.0216	0.0301	0.0383	0.048	0.0622	0.0758	0.1018	0.209	5.5216	0.6835	1.0828	0.7996	0.2656	102113	714.08	4.387	1212	728	868	949	5.4838	1.2006	1.9020	1.76	0.268	101276	708.22	4.357	1149	852	989	1083	1.0069	0.5693	0.4556	0.991	1.0083	1.0548	0.8545	0.8777	0.8763	fitch
Pf_635_PF07479_1	145	8	27	110	18.62	0.8809	0.0008	0.02	0.0398	0.07	0.0925	0.12	0.1499	0.1912	0.2358	0.3124	0.8435	0.0004	0.0079	0.0195	0.0352	0.0469	0.0609	0.078	0.1014	0.1328	0.1846	0.3394	0	0.0071	0.014	0.0221	0.0296	0.0368	0.0455	0.0564	0.0707	0.0937	0.2009	5.5146	0.4616	0.5949	0.5643	0.2641	93427	791.75	4.858	1254	853	995	1055	5.5622	1.1205	1.4440	1.54	0.2644	93127	789.21	4.899	1220	856	944	984	0.9914	0.4120	0.3676	0.9989	1.0032	1.0279	0.9965	1.054	1.0722	fitch
Pf_637_PF02772_1	123	6	29	88	23.58	0.6436	0.002	0.02	0.0552	0.09	0.1214	0.17	0.2063	0.2478	0.3051	0.3888	1.2074	0.001	0.0176	0.0375	0.0593	0.0869	0.1115	0.1412	0.1697	0.2058	0.255	0.4826	0	0.0083	0.0182	0.0281	0.0391	0.049	0.0603	0.0774	0.0937	0.12	0.2764	5.7414	0.5139	1.2406	1.0549	0.2782	61355	652.71	3.695	1106	552	760	914	5.824	1.2121	2.9262	2.54	0.2837	59591	633.95	3.749	983	576	761	879	0.9858	0.4240	0.4152	0.9806	1.0296	1.1251	0.9583	0.9987	1.0398	UPGMA
Pf_638_PF00684_1	61	2	17	42	27.87	0.6974	0.0001	0.03	0.0613	0.09	0.1294	0.16	0.1989	0.2411	0.3153	0.39	0.6151	0.0001	0.0207	0.0476	0.0748	0.1002	0.1295	0.1648	0.2103	0.2544	0.3373	0.6641	0.0001	0.0095	0.0183	0.0293	0.0423	0.0553	0.0706	0.0914	0.1157	0.1583	0.3921	5.9388	1.4194	2.9184	2.2656	0.29	29667	674.25	4.142	978	370	517	552	6.027	2.1272	4.3737	4.67	0.2903	29902	679.59	4.204	957	412	562	683	0.9854	0.6673	0.4851	0.999	0.9921	1.0219	0.8981	0.9199	0.8082	UPGMA
Pf_639_PF01416_1	107	47	10	50	9.35	0.925	0.0002	0.03	0.0483	0.07	0.0966	0.12	0.1462	0.1859	0.2389	0.2975	0.5323	0.0001	0.0187	0.0331	0.0497	0.0717	0.0904	0.1113	0.1382	0.1816	0.2298	0.6218	0	0.0086	0.019	0.0298	0.0402	0.0519	0.0659	0.0824	0.1027	0.1378	0.3203	5.9318	1.2062	1.4097	1.2122	0.2865	46899	483.49	5.487	1037	474	655	780	5.957	2.1695	2.5356	2.59	0.2889	47269	487.31	5.51	1016	449	636	784	0.9958	0.5560	0.4684	0.9917	0.9922	1.0207	1.0557	1.0299	0.9949	fitch
Pf_649_PF07479_1	145	7	27	111	18.62	0.8642	0.0001	0.02	0.0499	0.07	0.1053	0.13	0.1751	0.2249	0.2632	0.3328	0.845	0.0001	0.0137	0.0294	0.0433	0.0606	0.0797	0.0982	0.1255	0.1581	0.2194	0.5202	0	0.0085	0.0171	0.0255	0.0337	0.0431	0.0533	0.0671	0.0839	0.1081	0.2271	5.5174	0.8094	1.0838	1.0138	0.2637	95010	805.17	4.768	1174	746	844	908	5.5384	1.7746	2.3761	2.4	0.2639	94304	799.19	4.786	1157	775	900	990	0.9962	0.4561	0.4217	0.9992	1.0075	1.0147	0.9626	0.9378	0.9172	fitch
Pf_650_PF01411_1	565	61	155	349	27.43	0.5877	0.0004	0.03	0.0517	0.08	0.1062	0.14	0.195	0.2351	0.2954	0.3475	0.716	0.0001	0.0084	0.0201	0.0309	0.0406	0.0556	0.074	0.0919	0.1161	0.1477	0.3241	0	0.0053	0.0104	0.0162	0.0231	0.0299	0.0361	0.0439	0.0535	0.0701	0.1615	5.7848	0.134	0.3880	0.366	0.2748	295992	721.93	3.4	1185	803	929	1023	5.7736	0.3816	1.1048	1.13	0.2794	292640	713.76	3.393	1100	788	835	919	1.0019	0.3512	0.3231	0.9835	1.0115	1.0773	1.019	1.1126	1.1132	UPGMA
Pf_653_PF03033_1	141	5	9	127	6.38	1.3651	0.0004	0.03	0.0606	0.09	0.1183	0.15	0.1849	0.2177	0.2894	0.3878	0.7834	0.0003	0.0216	0.0387	0.055	0.0788	0.1012	0.1289	0.1625	0.2045	0.2749	0.5839	0	0.0087	0.0169	0.0261	0.0365	0.0469	0.0587	0.0761	0.0955	0.1222	0.2406	5.4376	2.2139	1.1880	0.9669	0.2608	98790	748.41	7.423	1137	597	710	874	5.481	7.5928	4.0745	3.27	0.266	98308	744.76	7.482	980	603	715	845	0.9921	0.2916	0.2961	0.9805	1.0049	1.1602	0.99	0.993	1.0343	UPGMA
Pf_655_PF00006_3	237	20	116	101	48.95	0.2494	0.0015	0.02	0.0602	0.08	0.1143	0.15	0.1759	0.2096	0.2536	0.3107	0.6747	0.0006	0.0155	0.0321	0.0503	0.0672	0.0888	0.1044	0.1258	0.1538	0.2008	0.3873	0	0.0075	0.016	0.0234	0.0313	0.0421	0.0519	0.0665	0.084	0.1099	0.2348	5.2934	0.0525	0.8440	0.7658	0.2538	102506	847.16	1.32	1236	770	954	1068	5.3452	0.1144	1.8392	1.78	0.2551	101590	839.59	1.333	1190	756	940	1081	0.9903	0.4589	0.4307	0.9949	1.009	1.0387	1.0185	1.0149	0.988	fitch
Pf_658_PF00453_1	110	2	27	81	24.55	0.4983	0.0001	0.03	0.057	0.09	0.1324	0.17	0.2121	0.2599	0.3248	0.3941	0.9841	0.0001	0.02	0.0347	0.0613	0.088	0.1141	0.1467	0.1756	0.2046	0.255	0.5428	0.0001	0.008	0.0177	0.0285	0.0373	0.0479	0.0604	0.0749	0.0927	0.1181	0.2674	5.8464	0.2726	1.0979	0.9959	0.2803	49240	593.25	2.913	1197	637	916	1085	5.7512	0.6526	2.6282	2.68	0.2854	48534	584.75	2.866	1112	751	980	1084	1.0166	0.4177	0.3722	0.9821	1.0145	1.0764	0.8482	0.9347	1.0009	fitch
Pf_659_PF00542_1	69	2	20	47	28.99	0.4413	0.0013	0.04	0.0638	0.1	0.1251	0.16	0.2047	0.2525	0.3141	0.415	1.1027	0.0014	0.0273	0.0447	0.0692	0.0888	0.1141	0.1445	0.1865	0.2429	0.302	0.7876	0	0.0085	0.0192	0.0288	0.0402	0.053	0.0661	0.0819	0.1009	0.1332	0.2933	5.7554	0.2847	1.4619	1.1427	0.2772	29292	597.8	2.54	1185	465	660	845	5.95	0.8175	4.1978	4.42	0.2877	28750	586.73	2.626	1064	346	523	686	0.9673	0.3483	0.2583	0.9635	1.0189	1.1137	1.3439	1.262	1.2318	fitch
Pf_666_PF10385_1	67	2	9	56	13.43	0.7397	0.0009	0.02	0.0423	0.06	0.0986	0.14	0.1767	0.2233	0.2797	0.3353	0.707	0.0009	0.0174	0.0352	0.055	0.0802	0.1121	0.1411	0.1844	0.2297	0.2947	0.6314	0.0001	0.0092	0.0205	0.0336	0.0457	0.0593	0.077	0.094	0.1244	0.1583	0.3335	5.9514	1.0888	1.9899	1.578	0.2885	39629	683.26	4.402	1054	439	639	824	6.0004	2.1069	3.8506	3.88	0.2965	38701	667.26	4.438	960	453	607	737	0.9918	0.5168	0.4072	0.973	1.024	1.0979	0.9691	1.0527	1.118	fitch
Pf_668_PF01000_1	134	37	14	83	10.45	0.724	0.0002	0.02	0.0554	0.09	0.114	0.15	0.1869	0.2396	0.3057	0.4246	1.1029	0.0001	0.0147	0.0331	0.0549	0.0761	0.0979	0.1331	0.1683	0.2193	0.3117	0.601	0	0.0087	0.017	0.0261	0.0366	0.0458	0.0598	0.0743	0.094	0.1272	0.3351	5.74	0.7388	1.4095	0.9062	0.2748	67569	563.08	4.156	1028	564	639	760	5.663	1.6943	3.2323	2.67	0.2801	69074	575.62	4.1	878	648	797	922	1.0136	0.4361	0.3389	0.9811	0.9782	1.1708	0.8704	0.8018	0.8243	UPGMA
Pf_679_PF00318_1	217	3	52	162	23.96	0.5741	0.0017	0.03	0.0565	0.08	0.1122	0.15	0.181	0.222	0.2794	0.3614	0.8339	0.0008	0.0144	0.0287	0.0424	0.054	0.071	0.0892	0.1128	0.1405	0.1877	0.4719	0	0.0055	0.0116	0.0187	0.0274	0.0343	0.0439	0.0567	0.0737	0.0999	0.2527	5.5426	0.2425	0.7358	0.6905	0.2642	120032	727.47	3.182	1196	787	927	991	5.6686	0.4362	1.3235	1.69	0.2674	118860	720.36	3.255	1148	724	833	939	0.9778	0.5559	0.4092	0.988	1.0099	1.0418	1.087	1.1128	1.0554	fitch
Pf_684_PF02518_2	205	62	46	97	22.44	0.4817	0.0001	0.02	0.0422	0.07	0.0901	0.11	0.1415	0.1749	0.2084	0.2477	0.4622	0.0002	0.0115	0.0242	0.0401	0.052	0.066	0.087	0.1109	0.1427	0.191	0.3454	0	0.0084	0.0171	0.0257	0.0358	0.0454	0.0549	0.0687	0.0887	0.1133	0.2561	5.9514	0.2034	0.8766	0.8581	0.2844	68073	428.13	2.867	1187	530	697	808	5.9598	0.3458	1.4903	1.51	0.2864	67871	426.86	2.871	1160	597	771	879	0.9986	0.5882	0.5674	0.993	1.003	1.0233	0.8878	0.904	0.9192	UPGMA
Pf_688_PF14520_1	82	24	3	55	3.66	1.119	0.0003	0.03	0.0471	0.08	0.1115	0.14	0.185	0.2366	0.2916	0.4211	1.7365	0.0002	0.0166	0.0346	0.0529	0.0767	0.1061	0.1354	0.173	0.2339	0.3167	0.7196	0.0001	0.0086	0.017	0.0284	0.0405	0.0524	0.0639	0.0798	0.1048	0.1351	0.3008	5.3984	2.093	1.6715	1.4006	0.26	38611	488.75	6.041	1056	531	703	888	5.5146	6.7129	5.3611	3.85	0.2735	39663	502.06	6.171	866	602	772	944	0.9789	0.3118	0.3635	0.9506	0.9735	1.2194	0.8821	0.9106	0.9407	UPGMA
Pf_690_PF03144_2	74	4	8	62	10.81	0.9619	0.0021	0.02	0.0444	0.07	0.0946	0.12	0.1482	0.1756	0.198	0.2625	0.5824	0.0018	0.0176	0.0365	0.0535	0.0702	0.0948	0.1173	0.1476	0.1872	0.2545	0.5301	0	0.0103	0.0209	0.0326	0.0444	0.0568	0.0729	0.0929	0.117	0.1538	0.3424	5.4754	1.6891	1.8256	1.6395	0.2648	53058	803.91	5.267	1154	555	764	897	5.537	2.6705	2.8862	2.83	0.2641	53271	807.14	5.327	1154	564	729	847	0.9889	0.6325	0.5793	1.0027	0.996	1	0.984	1.048	1.059	UPGMA
Pf_692_PF02674_1	157	47	1	109	0.64	1.8194	0.0001	0.02	0.0509	0.08	0.1088	0.15	0.1796	0.2123	0.2683	0.361	1.0595	0.0001	0.018	0.0371	0.0564	0.0819	0.1035	0.1359	0.1651	0.2114	0.2915	0.7091	0.0001	0.0107	0.0201	0.0304	0.042	0.0547	0.0685	0.083	0.1056	0.1393	0.4351	5.8394	5.7008	1.7222	1.1871	0.2773	111991	717.89	10.624	1128	654	787	964	5.7666	11.4281	3.4524	2.96	0.2808	111114	712.27	10.492	1080	736	871	960	1.0126	0.4988	0.4011	0.9875	1.0079	1.0444	0.8886	0.9036	1.0042	fitch
Pf_694_PF03054_1	393	61	60	272	15.27	1.0257	0.0001	0.03	0.0612	0.09	0.1191	0.16	0.1964	0.2273	0.283	0.332	0.6406	0.0001	0.0123	0.0217	0.0346	0.0433	0.0561	0.0702	0.0863	0.1071	0.1389	0.264	0	0.0057	0.0111	0.0161	0.0221	0.0285	0.0354	0.0428	0.0531	0.0701	0.1734	5.1128	0.4605	0.4377	0.3284	0.2451	283133	850.25	5.244	1285	1031	1109	1157	5.145	1.083	1.0294	0.85	0.2465	282545	848.48	5.278	1249	1063	1096	1124	0.9937	0.4252	0.3864	0.9943	1.0021	1.0288	0.9699	1.0119	1.0294	fitch
Pf_696_PF05000_1	92	8	28	56	30.43	0.4372	0.0002	0.03	0.061	0.09	0.1189	0.14	0.1845	0.2296	0.3016	0.4719	2.8771	0.0001	0.0136	0.0295	0.0455	0.0603	0.0789	0.1043	0.128	0.1809	0.3155	0.6032	0.0001	0.0064	0.0127	0.0193	0.0265	0.0348	0.0448	0.0566	0.0729	0.1018	0.3342	5.3732	0.167	0.8737	1.0664	0.2577	43645	681.95	2.349	1087	454	612	768	5.3592	0.8779	4.5929	2.98	0.2637	45141	705.33	2.343	1041	564	700	872	1.0026	0.1902	0.3584	0.9772	0.9669	1.0442	0.805	0.8743	0.8807	fitch
Pf_697_PF02163_1	589	266	34	289	5.77	1.3076	0.0003	0.04	0.0591	0.1	0.1245	0.16	0.1908	0.2277	0.2892	0.3523	0.9969	0.0001	0.0127	0.0243	0.0359	0.0466	0.0569	0.0749	0.0911	0.1114	0.1396	0.2432	0	0.0055	0.0102	0.0154	0.0214	0.028	0.0352	0.0434	0.0536	0.0683	0.1908	6.3406	0.6446	0.3770	0.3438	0.3045	286031	515.37	8.291	1172	691	843	969	6.2734	1.4693	0.8593	0.79	0.3043	286879	516.9	8.204	1090	866	1043	1143	1.0107	0.4387	0.4329	1.0007	0.997	1.0752	0.7979	0.8082	0.8478	UPGMA
Pf_700_PF00133_1	725	179	169	377	23.31	0.5535	0.0003	0.03	0.0655	0.09	0.1363	0.17	0.2194	0.2636	0.336	0.4316	0.9575	0.0001	0.0123	0.0252	0.0405	0.0539	0.0684	0.0896	0.1095	0.1354	0.1734	0.3432	0	0.0054	0.0109	0.0166	0.0232	0.0299	0.037	0.0453	0.0538	0.0689	0.1435	5.9696	0.1374	0.4485	0.385	0.2859	294160	529.06	3.304	1159	905	1031	1129	6.041	0.3721	1.2146	1.17	0.2881	286865	515.94	3.343	1045	859	1004	1058	0.9882	0.3693	0.33	0.9924	1.0254	1.1091	1.0536	1.0269	1.0671	UPGMA
Pf_702_PF00448_2	199	5	56	138	28.14	0.5819	0.0003	0.03	0.0578	0.08	0.1053	0.13	0.1643	0.1945	0.2402	0.3013	0.8007	0.0002	0.0139	0.0251	0.0394	0.0514	0.0645	0.0824	0.1004	0.1312	0.1661	0.4231	0	0.006	0.0125	0.02	0.0277	0.0346	0.0454	0.0555	0.0704	0.0919	0.2364	5.0078	0.2784	0.8222	0.8353	0.2411	125099	874.82	2.914	1252	823	949	1004	5.0316	0.3681	1.0871	1.28	0.2405	124895	873.39	2.929	1225	872	987	1064	0.9953	0.7563	0.6537	1.0025	1.0016	1.022	0.9438	0.9615	0.9436	UPGMA
Pf_708_PF01765_1	165	0	23	142	13.94	0.6615	0.0006	0.03	0.0526	0.08	0.1125	0.14	0.1805	0.2266	0.2762	0.3627	1.0161	0.0004	0.0143	0.0283	0.0428	0.0594	0.0788	0.0998	0.1212	0.154	0.2011	0.4146	0	0.0066	0.0137	0.0213	0.0289	0.0381	0.0487	0.0601	0.0773	0.1026	0.2196	6.1404	0.3324	0.7596	0.7094	0.2942	87340	615.07	4.062	1127	601	801	957	6.1418	0.6561	1.4994	1.48	0.2992	87022	612.83	4.064	1092	682	840	970	0.9998	0.5066	0.4799	0.9833	1.0037	1.0321	0.8812	0.9536	0.9866	fitch
Pf_709_PF00266_2	407	143	9	255	2.21	1.6174	0.0002	0.03	0.0559	0.09	0.1312	0.17	0.2116	0.2477	0.3101	0.4218	1.6739	0.0001	0.0094	0.0226	0.0366	0.0527	0.0707	0.0951	0.1129	0.1441	0.2105	0.5468	0	0.005	0.01	0.0161	0.0214	0.0302	0.0374	0.0477	0.0607	0.0803	0.2005	4.7348	2.4512	0.9370	0.6864	0.2271	320881	806.23	7.658	981	549	690	810	4.5668	8.5505	3.2686	1.69	0.2279	323222	812.12	7.387	958	789	957	1092	1.0368	0.2867	0.407	0.9965	0.9928	1.024	0.6958	0.721	0.7418	fitch
Pf_710_PF01479_1	48	0	11	37	22.92	0.5684	0.0001	0.03	0.0559	0.08	0.1093	0.14	0.1739	0.2259	0.285	0.3431	1.0885	0.0001	0.0186	0.0407	0.0624	0.0849	0.1089	0.139	0.1732	0.212	0.2724	0.7477	0	0.0102	0.0204	0.0311	0.0415	0.0554	0.0702	0.0873	0.1056	0.1376	0.2993	4.557	0.584	1.8076	1.4289	0.2199	32562	880.05	2.59	1207	587	795	909	4.6354	1.0053	3.1116	3.75	0.2222	32564	880.11	2.635	1187	621	809	925	0.9831	0.5809	0.3806	0.9896	0.9999	1.0168	0.9452	0.9827	0.9827	fitch
